StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,regret_yn,decision,regret_intensity_1,regret_regulation,regret_regulation_7_TEXT,rumination,reverse_1,reverse_2,reverse_3,reverse_4,resolved,emo_event,rumination_nr,emotions_1,emotions_2,emotions_3,emotions_4,emotions_5,emotions_6,emotions_7,emotions_8,regret_intensity_1,regret_regulation,regret_regulation_7_TEXT,rumination,reverse_1,reverse_2,reverse_3,reverse_4,resolved,PID,DAY_NUM,SURVEY_TYPE,DECISION_TO_SHOW,NEXT_SURVEY,DECISION
2025-05-25 09:16:16,2025-05-25 09:16:48,IP Address,73.162.48.126,100,32,True,2025-05-25 09:16:49,R_5qgdytRkpZgT76X,Participant,Participant,kpetrova@stanford.edu,111784,37.4001,-121.8531,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,73,"I thought of other ways to interpret the situation.,I did something pleasurable to compensate for the negativity (like going for a walk, playing a video game, or eating a sweet treat),I turned to someone else for support or comfort.,I tried to accept the situation and my feelings.",,Couldn't stop thinking about it,46,64,65,24,"No, I might feel regret or think more about this situation in the near future",111784,6,followup,I vented to someone that I thought who trusred but it turns out that I regret it since they would not reciprocate back.,,
2025-05-25 09:28:15,2025-05-25 09:28:48,IP Address,99.95.167.2,100,32,True,2025-05-25 09:28:48,R_7dHw2WXTR7usJcl,Participant,Participant,kpetrova@stanford.edu,111724,37.3793,-122.12,anonymous,EN,No,,,,,,,,,,,Watching a movie with my mom,Haven't thought about it at all,45,18,36,13,23,51,10,14,,,,,,,,,,111724,6,general,Not being supportive enough,general,
2025-05-25 10:39:06,2025-05-25 10:40:23,IP Address,76.102.63.23,100,76,True,2025-05-25 10:40:24,R_3E5b6wB6lCfHrr8,Participant,Participant,kpetrova@stanford.edu,109651,37.3486,-121.9732,anonymous,EN,No,,,,,,,,,,,My son sitting in my bed saying goodnight with the dogs,Haven't thought about it at all,53,,34,,,47,,,,,,,,,,,,109651,1,,,general,
2025-05-25 09:51:16,2025-05-25 09:55:57,IP Address,107.77.213.68,61,281,False,2025-05-25 10:51:17,R_5GWwDUyzdldwrmc,Participant,Participant,kpetrova@stanford.edu,111700,37.7047,-122.1245,anonymous,EN,No,,,,,,,,,,,I woke up and got a little mad because someone was in the bathroom and I needed to use it.,Thought about it a little,,,,,,,,,,,,,,,,,,111700,1,,,general,
2025-05-25 12:10:14,2025-05-25 12:10:59,IP Address,107.77.213.68,100,45,True,2025-05-25 12:10:59,R_7YzYCtNfaVzGImp,Participant,Participant,kpetrova@stanford.edu,111700,37.7047,-122.1245,anonymous,EN,No,,,,,,,,,,,Happy cause I was playing music,Thought about it a little,72,7,13,8,17,93,5,8,,,,,,,,,,111700,1,,,general,
2025-05-25 12:24:53,2025-05-25 12:26:03,IP Address,76.102.63.23,100,69,True,2025-05-25 12:26:04,R_3tmT2TZV8FsTmXt,Participant,Participant,kpetrova@stanford.edu,109651,37.3486,-121.9732,anonymous,EN,No,,,,,,,,,,,"Watching a show about the Chelsea Garden Show and realizing there is a huge amount of money spent to build and then move these gardens. Seems wasteful. ",Thought about it a lot,43,,30,,,70,,33,,,,,,,,,,109651,1,general,,general,
2025-05-25 12:51:06,2025-05-25 12:52:04,IP Address,12.75.116.26,100,57,True,2025-05-25 12:52:04,R_6PBDs7osAqvVRZp,Participant,Participant,kpetrova@stanford.edu,111724,45.5248,-122.6789,anonymous,EN,No,,,,,,,,,,,Trying to put socks on which is hard given my current mobility restriction,Haven't thought about it at all,28,9,33,10,7,54,8,9,,,,,,,,,,111724,6,general,Not being supportive enough,general,
2025-05-25 12:09:15,2025-05-25 12:09:39,IP Address,107.77.213.68,61,23,False,2025-05-25 13:09:22,R_3BZFZOoOZsg4enD,Participant,Participant,kpetrova@stanford.edu,111700,37.7047,-122.1245,anonymous,EN,No,,,,,,,,,,,"Happy cause I was playing music ",Thought about it a little,,,,,,,,,,,,,,,,,,111700,1,,,general,
2025-05-25 14:01:11,2025-05-25 14:01:26,IP Address,162.195.240.139,100,14,True,2025-05-25 14:01:27,R_6P7PZ65Y5XvSSHw,Participant,Participant,kpetrova@stanford.edu,111784,37.3209,-121.9126,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,76,"I thought of other ways to interpret the situation.,I did something pleasurable to compensate for the negativity (like going for a walk, playing a video game, or eating a sweet treat)",,Couldn't stop thinking about it,23,79,73,19,"No, I might feel regret or think more about this situation in the near future",111784,6,followup,I vented to someone that I thought who trusred but it turns out that I regret it since they would not reciprocate back.,,
2025-05-25 14:01:31,2025-05-25 14:01:53,IP Address,162.195.240.139,100,21,True,2025-05-25 14:01:54,R_1DN166XqAMeJV5O,Participant,Participant,kpetrova@stanford.edu,111784,37.3209,-121.9126,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,72,"I thought of other ways to interpret the situation.,I did something pleasurable to compensate for the negativity (like going for a walk, playing a video game, or eating a sweet treat),I turned to someone else for support or comfort.,I tried to accept the situation and my feelings.",,Couldn't stop thinking about it,15,27,36,72,"No, I might feel regret or think more about this situation in the near future",111784,6,followup,I vented to someone that I thought who trusred but it turns out that I regret it since they would not reciprocate back.,,
2025-05-25 15:14:06,2025-05-25 15:14:20,IP Address,162.195.240.139,100,14,True,2025-05-25 15:14:20,R_1IyitftBFYYTVcQ,Participant,Participant,kpetrova@stanford.edu,111784,37.3209,-121.9126,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,81,"I thought of other ways to interpret the situation.,I did something pleasurable to compensate for the negativity (like going for a walk, playing a video game, or eating a sweet treat)",,Couldn't stop thinking about it,48,53,82,35,"No, I might feel regret or think more about this situation in the near future",111784,6,followup,I vented to someone that I thought who trusred but it turns out that I regret it since they would not reciprocate back.,,
2025-05-25 16:20:55,2025-05-25 16:22:35,IP Address,107.77.213.68,100,99,True,2025-05-25 16:22:35,R_6U038oaSKqJxUI1,Participant,Participant,kpetrova@stanford.edu,111700,37.7047,-122.1245,anonymous,EN,No,,,,,,,,,,,Happy because I ate good food,Thought about it a little,81,6,17,7,6,92,10,7,,,,,,,,,,111700,1,general,,general,
2025-05-25 16:29:07,2025-05-25 16:30:35,IP Address,76.102.63.23,100,87,True,2025-05-25 16:30:35,R_3in6LbzF4DV9s0V,Participant,Participant,kpetrova@stanford.edu,109651,37.3486,-121.9732,anonymous,EN,No,,,,,,,,,,,"Changing gears when I found out that I had to stop studying in living room and move to another room. ",Thought about it a little,66,83,,,,78,,,,,,,,,,,,109651,1,general,,general,
2025-05-25 16:54:23,2025-05-25 16:55:11,IP Address,12.75.116.125,100,47,True,2025-05-25 16:55:11,R_60d7gvT942H77fR,Participant,Participant,kpetrova@stanford.edu,111724,45.5248,-122.6789,anonymous,EN,No,,,,,,,,,,,"Singing in the car with my mom ",Haven't thought about it at all,15,8,27,10,9,49,8,7,,,,,,,,,,111724,6,general,Not being supportive enough,general,
2025-05-25 18:04:31,2025-05-25 18:05:29,IP Address,73.158.113.159,100,58,True,2025-05-25 18:05:30,R_6KJeE3fpK8tzynQ,Participant,Participant,kpetrova@stanford.edu,111787,37.4651,-122.143,anonymous,EN,Yes,"I smoked weed with my father, and I regret not telling him to avoid swallowing, since he ended up throwing up later. ",52,"I did something pleasurable to compensate for the negativity (like going for a walk, playing a video game, or eating a sweet treat),I tried to distract myself from the event or my emotions.,I turned to someone else for support or comfort.,I tried to accept the situation and my feelings.",,Thought about it a lot,17,57,85,56,"Yes, I think this situation is resolved",,,,,,,,,,,,,,,,,,,,111787,7,general,"Left my house without my gift for my mother, so I wasn’t able to give it to her.",general,"I smoked weed with my father, and I regret not telling him to avoid swallowing, since he ended up throwing up later. "
2025-05-25 19:44:32,2025-05-25 19:45:03,IP Address,12.75.116.125,100,31,True,2025-05-25 19:45:04,R_1n2aPOzWRsTum5f,Participant,Participant,kpetrova@stanford.edu,111724,45.5248,-122.6789,anonymous,EN,No,,,,,,,,,,,Watching the new mission impossible movie,Thought about it a little,34,32,5,6,6,59,6,8,,,,,,,,,,111724,6,general,Not being supportive enough,general,
2025-05-25 20:10:45,2025-05-25 20:11:43,IP Address,107.77.213.84,100,58,True,2025-05-25 20:11:45,R_3m1MVsge2dEku9b,Participant,Participant,kpetrova@stanford.edu,111700,37.7047,-122.1245,anonymous,EN,No,,,,,,,,,,,I was very tired so I took a nap,Haven't thought about it at all,69,6,11,7,,90,10,4,,,,,,,,,,111700,1,general,,general,
2025-05-25 20:37:43,2025-05-25 20:39:04,IP Address,76.102.63.23,100,81,True,2025-05-25 20:39:05,R_7WHV88IkG8TflTy,Participant,Participant,kpetrova@stanford.edu,109651,37.3486,-121.9732,anonymous,EN,No,,,,,,,,,,,"Learning a new harmony to a song. I was struggling to get it. ",Haven't thought about it at all,77,33,,,23,67,,,,,,,,,,,,109651,1,general,,general,
2025-05-25 20:41:54,2025-05-25 20:43:51,IP Address,99.37.244.15,100,116,True,2025-05-25 20:43:51,R_5X6xoOuNm4QurV4,Participant,Participant,kpetrova@stanford.edu,111925,37.3698,-121.816,anonymous,EN,No,,,,,,,,,,,The last time when I feel happy when I see my mom and my dad celebrated the birthday for me and they send me a lot of goods things and they said they’re proud of me.,Thought about it a lot,83,,,23,18,82,,12,,,,,,,,,,111925,1,,,general,
2025-05-25 20:44:41,2025-05-25 20:45:36,IP Address,99.37.244.15,100,55,True,2025-05-25 20:45:37,R_1sdRpH6QQynx2KZ,Participant,Participant,kpetrova@stanford.edu,111925,37.3698,-121.816,anonymous,EN,No,,,,,,,,,,,I went to the beach with my friends and it’s so happy.,Thought about it a little,63,57,,58,,9,,,,,,,,,,,,111925,1,general,,general,
2025-05-25 20:51:00,2025-05-25 20:51:14,IP Address,73.162.48.126,100,13,True,2025-05-25 20:51:14,R_3qEwVa02712OZmX,Participant,Participant,kpetrova@stanford.edu,111784,37.4001,-121.8531,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,38,"I thought of other ways to interpret the situation.,I did something pleasurable to compensate for the negativity (like going for a walk, playing a video game, or eating a sweet treat),I tried to accept the situation and my feelings.",,Couldn't stop thinking about it,29,25,38,28,"No, I might feel regret or think more about this situation in the near future",111784,6,followup,I vented to someone that I thought who trusred but it turns out that I regret it since they would not reciprocate back.,,
2025-05-25 20:41:38,2025-05-25 20:41:43,IP Address,99.37.244.15,6,4,False,2025-05-25 21:41:43,R_31vFA71nZpZPgq5,Participant,Participant,kpetrova@stanford.edu,111925,37.3698,-121.816,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111925,1,,,followup,
2025-05-26 10:11:16,2025-05-26 10:12:03,IP Address,107.77.212.229,100,46,True,2025-05-26 10:12:03,R_5JSa8eNdzi8go93,Participant,Participant,kpetrova@stanford.edu,111700,37.7047,-122.1245,anonymous,EN,No,,,,,,,,,,,Mad because I was almost late for work,Thought about it a little,76,17,19,5,6,98,4,5,,,,,,,,,,111700,2,general,,general,
2025-05-26 10:45:15,2025-05-26 10:45:29,IP Address,12.75.128.3,100,14,True,2025-05-26 10:45:30,R_1YeMnJqogBD9cWN,Participant,Participant,kpetrova@stanford.edu,111784,45.5033,-122.7744,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,63,"I thought of other ways to interpret the situation.,I did something pleasurable to compensate for the negativity (like going for a walk, playing a video game, or eating a sweet treat)",,Couldn't stop thinking about it,25,44,58,28,"No, I might feel regret or think more about this situation in the near future",111784,7,followup,I vented to someone that I thought who trusred but it turns out that I regret it since they would not reciprocate back.,,
2025-05-26 10:58:56,2025-05-26 11:00:36,IP Address,45.30.30.200,100,99,True,2025-05-26 11:00:36,R_72DrSxm8iMMjyeG,Participant,Participant,kpetrova@stanford.edu,111655,37.3209,-121.9126,anonymous,EN,No,,,,,,,,,,,I won a game in pickleball after we were losing by a lot.,Thought about it a little,53,57,28,,,,,,,,,,,,,,,111655,1,,,general,
2025-05-26 11:27:09,2025-05-26 11:27:45,IP Address,99.95.167.2,100,36,True,2025-05-26 11:27:46,R_1k0cXmocQtE9hPH,Participant,Participant,kpetrova@stanford.edu,111724,37.3793,-122.12,anonymous,EN,No,,,,,,,,,,,Texting my friends,Haven't thought about it at all,29,21,48,8,8,37,7,6,,,,,,,,,,111724,7,general,Not being supportive enough,general,
2025-05-26 12:07:27,2025-05-26 12:08:17,IP Address,99.95.167.2,100,50,True,2025-05-26 12:08:17,R_1nZINOe6YlIi6EV,Participant,Participant,kpetrova@stanford.edu,111724,37.3793,-122.12,anonymous,EN,No,,,,,,,,,,,Watching TV with friends,Haven't thought about it at all,45,9,47,8,11,52,8,6,,,,,,,,,,111724,7,general,Not being supportive enough,general,
2025-05-26 12:29:30,2025-05-26 12:30:22,IP Address,76.102.63.23,100,52,True,2025-05-26 12:30:23,R_1ikADiOUODEb9nJ,Participant,Participant,kpetrova@stanford.edu,109651,37.3486,-121.9732,anonymous,EN,No,,,,,,,,,,,"Talking to my husband about his dads new house. ",Couldn't stop thinking about it,,,63,,,44,,36,,,,,,,,,,109651,2,general,,general,
2025-05-26 12:33:33,2025-05-26 12:34:45,IP Address,107.199.56.64,100,71,True,2025-05-26 12:34:46,R_3DGqDrXxOX2HnPX,Participant,Participant,kpetrova@stanford.edu,112003,37.3526,-121.9541,anonymous,EN,No,,,,,,,,,,,I saw a regular I haven’t seen in a long time and when he saw me he was so happy he even stick out his two hands to say hi .,Thought about it a lot,,,,,,,,,,,,,,,,,,112003,1,,,general,
2025-05-26 12:40:28,2025-05-26 12:41:00,IP Address,107.77.212.229,100,31,True,2025-05-26 12:41:01,R_7uPZ0uKzxOW69z3,Participant,Participant,kpetrova@stanford.edu,111700,37.7047,-122.1245,anonymous,EN,No,,,,,,,,,,,happy cuz i’m off of work and getting food,Thought about it a little,96,21,29,7,4,91,6,6,,,,,,,,,,111700,2,general,,general,
2025-05-26 12:47:23,2025-05-26 12:49:08,IP Address,99.37.244.15,100,105,True,2025-05-26 12:49:09,R_7RxdF7T8kKravL4,Participant,Participant,kpetrova@stanford.edu,111925,37.3698,-121.816,anonymous,EN,No,,,,,,,,,,,I passed driver license after I tried 3rd times.,Thought about it a little,49,56,,,,,,,,,,,,,,,,111925,2,general,,general,
2025-05-26 12:49:37,2025-05-26 12:52:30,IP Address,99.37.244.15,100,172,True,2025-05-26 12:52:30,R_7nXDX3kssvK98YN,Participant,Participant,kpetrova@stanford.edu,111925,37.3698,-121.816,anonymous,EN,Yes,I got bad grade in my exam because I didn’t try my best.,68,"I did something pleasurable to compensate for the negativity (like going for a walk, playing a video game, or eating a sweet treat),I tried to (or made a plan to) change the situation.,I tried to accept the situation and my feelings.",,Thought about it a little,41,40,71,,"Yes, I think this situation is resolved",,,,,,,,,,,,,,,,,,,,111925,2,general,,general,I got bad grade in my exam because I didn’t try my best.
2025-05-26 12:31:03,2025-05-26 12:32:25,IP Address,107.199.56.64,61,81,False,2025-05-26 13:31:08,R_7JpY3EhV9YDGzvz,Participant,Participant,kpetrova@stanford.edu,112003,37.3526,-121.9541,anonymous,EN,No,,,,,,,,,,,"I got to work and I saw a regular I haven’t seen in a long time and he was super happy too see me. ",Thought about it a lot,,,,,,,,,,,,,,,,,,112003,1,,,general,
2025-05-26 13:35:15,2025-05-26 13:36:34,IP Address,107.199.56.64,100,78,True,2025-05-26 13:36:35,R_6IRk9dICnYs9JDn,Participant,Participant,kpetrova@stanford.edu,112003,37.3526,-121.9541,anonymous,EN,No,,,,,,,,,,,"I made plans with my friend to meet up ",Thought about it a little,83,,,,,83,,,,,,,,,,,,112003,1,general,,general,
2025-05-26 14:25:28,2025-05-26 14:26:10,IP Address,104.28.123.177,100,42,True,2025-05-26 14:26:10,R_5N1TJCQWEY2FkIx,Participant,Participant,kpetrova@stanford.edu,111655,37.7794,-122.4176,anonymous,EN,No,,,,,,,,,,,I had a negative emotion because ai have a lot of homework to do,Thought about it a lot,,,67,,,43,26,13,,,,,,,,,,111655,1,general,,general,
2025-05-26 15:44:38,2025-05-26 15:45:06,IP Address,172.59.161.180,100,27,True,2025-05-26 15:45:06,R_733SXQS2vFYAV9f,Participant,Participant,kpetrova@stanford.edu,111655,37.3512,-121.8846,anonymous,EN,No,,,,,,,,,,,I was really bored because My friends dont want to hang out,Thought about it a little,,,,,100,,,,,,,,,,,,,111655,1,general,,general,
2025-05-26 15:46:25,2025-05-26 15:48:02,IP Address,107.199.56.64,100,97,True,2025-05-26 15:48:03,R_7lgjcPDkhqeMfFF,Participant,Participant,kpetrova@stanford.edu,112003,37.3526,-121.9541,anonymous,EN,No,,,,,,,,,,,I made lunch and when I saw my sink full of dishes I got a little stressed.,Haven't thought about it at all,,,,,,,,,,,,,,,,,,112003,1,general,,general,
2025-05-26 15:56:18,2025-05-26 15:57:23,IP Address,76.102.63.23,100,65,True,2025-05-26 15:57:24,R_7cS7ddO9GaqDqIx,Participant,Participant,kpetrova@stanford.edu,109651,37.3486,-121.9732,anonymous,EN,Yes,"Didn’t buy the right size pot for my plant ",15,"I tried to (or made a plan to) change the situation.,I tried to accept the situation and my feelings.",,Thought about it a little,,35,,,"Yes, I think this situation is resolved",,,,,,,,,,,,,,,,,,,,109651,2,general,,general,"Didn’t buy the right size pot for my plant "
2025-05-26 16:45:45,2025-05-26 16:46:01,IP Address,73.162.48.126,100,15,True,2025-05-26 16:46:02,R_7e3g5jTM97mGjRx,Participant,Participant,kpetrova@stanford.edu,111784,37.4001,-121.8531,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,68,"I thought of other ways to interpret the situation.,I did something pleasurable to compensate for the negativity (like going for a walk, playing a video game, or eating a sweet treat),I tried to accept the situation and my feelings.",,Couldn't stop thinking about it,50,26,53,24,"No, I might feel regret or think more about this situation in the near future",111784,7,followup,I vented to someone that I thought who trusred but it turns out that I regret it since they would not reciprocate back.,,
2025-05-26 17:18:44,2025-05-26 17:20:03,IP Address,107.77.212.229,100,79,True,2025-05-26 17:20:04,R_1GChPuP2ZvHHMrS,Participant,Participant,kpetrova@stanford.edu,111700,37.7047,-122.1245,anonymous,EN,No,,,,,,,,,,,Happy cuz i ate good food,Thought about it a little,88,15,5,7,10,95,5,8,,,,,,,,,,111700,2,general,,general,
2025-05-26 17:30:18,2025-05-26 17:30:41,IP Address,99.95.167.2,100,23,True,2025-05-26 17:30:41,R_7GZbRVmpDu9OfSS,Participant,Participant,kpetrova@stanford.edu,111724,37.3793,-122.12,anonymous,EN,No,,,,,,,,,,,Sitting outside and hearing the birds,Haven't thought about it at all,31,7,33,5,9,41,6,6,,,,,,,,,,111724,7,general,Not being supportive enough,general,
2025-05-26 19:04:39,2025-05-26 19:04:55,IP Address,73.162.48.126,100,16,True,2025-05-26 19:04:56,R_5QS2BKR28bA2RUZ,Participant,Participant,kpetrova@stanford.edu,111784,37.4001,-121.8531,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,37,"I thought of other ways to interpret the situation.,I did something pleasurable to compensate for the negativity (like going for a walk, playing a video game, or eating a sweet treat)",,Couldn't stop thinking about it,26,40,40,37,"No, I might feel regret or think more about this situation in the near future",111784,7,followup,I vented to someone that I thought who trusred but it turns out that I regret it since they would not reciprocate back.,,
2025-05-26 19:11:07,2025-05-26 19:11:48,IP Address,76.102.63.23,100,41,True,2025-05-26 19:11:48,R_5Eze71qM1dPa4yO,Participant,Participant,kpetrova@stanford.edu,109651,37.3486,-121.9732,anonymous,EN,No,,,,,,,,,,,"Watering plants ",Thought about it a lot,84,70,,,,73,,,,,,,,,,,,109651,2,general,Didn’t buy the right size pot for my plant,general,
2025-05-26 19:42:59,2025-05-26 20:01:55,IP Address,107.77.212.229,100,1136,True,2025-05-26 20:01:56,R_1cel6izaDPz1He3,Participant,Participant,kpetrova@stanford.edu,111700,37.7047,-122.1245,anonymous,EN,No,,,,,,,,,,,"Got home and scrolled on my phone, pretty happy",Thought about it a little,74,37,22,6,10,96,7,14,,,,,,,,,,111700,2,general,,general,
2025-05-26 20:31:07,2025-05-26 20:32:09,IP Address,67.164.37.177,100,61,True,2025-05-26 20:32:09,R_5h6inqn389BHSF9,Participant,Participant,kpetrova@stanford.edu,111655,37.2692,-121.845,anonymous,EN,No,,,,,,,,,,,I am really bored right now because I am at 7 leaves doing homework. I dont really want to do homework but I know if I want to go out this week I have to.,Thought about it a little,50,,30,,0,25,,12,,,,,,,,,,111655,1,general,,general,
2025-05-26 20:56:21,2025-05-26 20:57:04,IP Address,99.95.167.2,100,42,True,2025-05-26 20:57:04,R_1JpJcIOBAdFmmqJ,Participant,Participant,kpetrova@stanford.edu,111724,37.3793,-122.12,anonymous,EN,No,,,,,,,,,,,Trying an artichoke for the first time,Haven't thought about it at all,21,8,18,8,3,38,7,7,,,,,,,,,,111724,7,general,Not being supportive enough,general,
2025-05-27 00:21:57,2025-05-27 00:24:22,IP Address,73.158.113.159,100,144,True,2025-05-27 00:24:22,R_1lcOuUtfNEHtRAr,Participant,Participant,kpetrova@stanford.edu,111787,37.4651,-122.143,anonymous,EN,Yes,"Called my dad instead of going to the pharmacy, and wasn’t able to pick up my medication. ",60,"I tried to (or made a plan to) change the situation.,I tried to accept the situation and my feelings.",,Thought about it a little,0,52,54,0,"Yes, I think this situation is resolved",,,,,,,,,,,,,,,,,,,,111787,7,general,"I smoked weed with my father, and I regret not telling him to avoid swallowing, since he ended up throwing up later.",general,"Called my dad instead of going to the pharmacy, and wasn’t able to pick up my medication. "
2025-05-27 02:39:35,2025-05-27 02:41:10,IP Address,172.59.161.178,100,95,True,2025-05-27 02:41:11,R_5kplrDwrpAoEs2L,Participant,Participant,kpetrova@stanford.edu,112003,37.3512,-121.8846,anonymous,EN,No,,,,,,,,,,,"N//a feel good . ",Haven't thought about it at all,,,,,,,,,,,,,,,,,,112003,1,general,,general,
2025-05-27 02:38:45,2025-05-27 02:39:19,IP Address,172.59.161.178,61,33,False,2025-05-27 03:38:47,R_5CDzZznlSDcRY4o,Participant,Participant,kpetrova@stanford.edu,112003,37.3512,-121.8846,anonymous,EN,No,,,,,,,,,,,"It’s good energy . ",Thought about it a little,,,,,,,,,,,,,,,,,,112003,1,general,,general,
2025-05-27 10:15:07,2025-05-27 10:15:41,IP Address,153.18.72.55,100,33,True,2025-05-27 10:15:41,R_5KxwCTIXDQqH9oP,Participant,Participant,kpetrova@stanford.edu,112207,37.3859,-122.0882,anonymous,EN,No,,,,,,,,,,,"I did my hair and went to class, got good grades on my schoolwork!",Thought about it a lot,37,59,12,,,39,14,,,,,,,,,,,112207,7,general,I left watching a movie with my family early to spend some time alone but it had been a while since we were all together so i felt a little bad,general,
2025-05-27 11:03:22,2025-05-27 11:04:39,IP Address,107.199.56.64,100,76,True,2025-05-27 11:04:39,R_1y2EGOn5rmShnfX,Participant,Participant,kpetrova@stanford.edu,112003,37.3526,-121.9541,anonymous,EN,Yes,"I let ny cat outside over night, ",100,,,Thought about it a little,,,100,,"Yes, I think this situation is resolved",,,,,,,,,,,,,,,,,,,,112003,2,general,,general,"I let ny cat outside over night, "
2025-05-27 11:19:12,2025-05-27 11:19:38,IP Address,107.77.211.53,100,25,True,2025-05-27 11:19:39,R_79A2wpds78Adh73,Participant,Participant,kpetrova@stanford.edu,111700,41.8483,-87.6517,anonymous,EN,No,,,,,,,,,,,happy cuz i got a break at work,Thought about it a little,77,5,24,7,7,85,5,7,,,,,,,,,,111700,3,general,,general,
2025-05-27 11:01:53,2025-05-27 11:03:15,IP Address,107.199.56.64,61,81,False,2025-05-27 12:02:02,R_7ISnFwtpRjR7huL,Participant,Participant,kpetrova@stanford.edu,112003,37.3526,-121.9541,anonymous,EN,No,,,,,,,,,,,"I accident let my cat outside over night . ",Thought about it a little,,,,,,,,,,,,,,,,,,112003,2,general,,general,
2025-05-27 11:59:41,2025-05-27 12:03:23,IP Address,172.59.161.183,100,221,True,2025-05-27 12:03:23,R_13dQJyWLSiwfjQA,Participant,Participant,kpetrova@stanford.edu,111748,37.3512,-121.8846,anonymous,EN,Yes,I got lower grades of myexam,40,I tried to (or made a plan to) change the situation.,,Thought about it a lot,19,20,34,27,"Yes, I think this situation is resolved",,,,,,,,,,,,,,,,,,,,111748,1,,,general,I got lower grades of myexam
2025-05-27 12:03:39,2025-05-27 12:04:18,IP Address,172.59.161.183,100,39,True,2025-05-27 12:04:18,R_5Av6IlR6VZjgyUF,Participant,Participant,kpetrova@stanford.edu,111748,37.3512,-121.8846,anonymous,EN,No,,,,,,,,,,,I eat my lunch,Thought about it a little,28,19,44,23,25,17,28,21,,,,,,,,,,111748,1,general,I got lower grades of myexam,general,
2025-05-27 12:22:08,2025-05-27 12:23:00,IP Address,45.30.30.200,100,51,True,2025-05-27 12:23:00,R_7LcLHy2vVXwo3Au,Participant,Participant,kpetrova@stanford.edu,111655,37.3209,-121.9126,anonymous,EN,No,,,,,,,,,,,I got food and hung out with my friend however it was shortlived because he had to go somewhere,Haven't thought about it at all,26,,,,86,32,,52,,,,,,,,,,111655,2,general,,general,
2025-05-27 12:52:34,2025-05-27 12:53:21,IP Address,45.30.30.200,100,46,True,2025-05-27 12:53:21,R_7lCy7RefWrGsDzr,Participant,Participant,kpetrova@stanford.edu,111655,37.3209,-121.9126,anonymous,EN,No,,,,,,,,,,,Since the last ping ive been dreading to go out of bed because I have nothing to do today,Thought about it a little,24,,22,,1,50,,75,,,,,,,,,,111655,2,general,,general,
2025-05-27 13:12:29,2025-05-27 13:12:53,IP Address,107.77.211.53,100,24,True,2025-05-27 13:12:54,R_3ZKjBkBYtV5CJLX,Participant,Participant,kpetrova@stanford.edu,111700,41.8483,-87.6517,anonymous,EN,No,,,,,,,,,,,A little mad cuz of a bad customer,Thought about it a little,76,7,18,10,15,95,13,9,,,,,,,,,,111700,3,general,,general,
2025-05-27 13:12:58,2025-05-27 13:13:18,IP Address,107.77.211.53,100,19,True,2025-05-27 13:13:18,R_7eq72llzSpvCRBD,Participant,Participant,kpetrova@stanford.edu,111700,41.8483,-87.6517,anonymous,EN,No,,,,,,,,,,,happy cuz i got a drink,Thought about it a little,93,6,6,8,9,99,8,8,,,,,,,,,,111700,3,general,,general,
2025-05-27 13:38:45,2025-05-27 13:40:27,IP Address,153.18.72.56,100,101,True,2025-05-27 13:40:27,R_5sbXqr1xgnTfYrC,Participant,Participant,kpetrova@stanford.edu,109651,37.3859,-122.0882,anonymous,EN,Yes,"Not calling the lab tech on her rudeness, lack of professionalism and safety issues. ",41,"I tried to (or made a plan to) change the situation.,I tried to accept the situation and my feelings.",,Thought about it a lot,,,83,,"No, I might feel regret or think more about this situation in the near future",,,,,,,,,,,,,,,,,,,,109651,3,general,Didn’t buy the right size pot for my plant,followup,"Not calling the lab tech on her rudeness, lack of professionalism and safety issues. "
2025-05-27 13:51:17,2025-05-27 13:52:09,IP Address,153.18.72.55,100,52,True,2025-05-27 13:52:09,R_7dQic3drun5Gw9v,Participant,Participant,kpetrova@stanford.edu,111748,37.3859,-122.0882,anonymous,EN,No,,,,,,,,,,,"good
",Thought about it a little,28,33,37,21,19,21,30,25,,,,,,,,,,111748,1,general,I got lower grades of myexam,general,
2025-05-27 14:25:10,2025-05-27 14:26:11,IP Address,107.199.56.64,100,60,True,2025-05-27 14:26:11,R_7qa0xlfTBuQetrv,Participant,Participant,kpetrova@stanford.edu,112003,37.3526,-121.9541,anonymous,EN,No,,,,,,,,,,,"This morning when I decided to sleep in because I had a headache. ",Thought about it a little,,,,,,,,0,,,,,,,,,,112003,2,general,"I let ny cat outside over night,",general,
